song_id,platform_id,released_year,language,number_of_comments
8354,X252938,2006,en-US,361
8355,P11690,2003,eng,1192
8356,U287655,2004,en-US,281
8357,P1990,1844,eng,424
8358,P71870,1996,en-US,330
8359,R6251012,2009,eng,1110
8360,X133488,1947,en-US,309
8361,U5845,1979,eng,677
8362,T25852784,2016,eng,3019
8363,V13565676,2012,eng,1221
8364,S17835773,2013,eng,1151
8365,P21416690,2015,eng,2831
8366,R112322,1991,en-US,612
8367,V9526,2006,eng,1312
8368,Q541341,2007,,1649
8369,P3130430,2008,en-US,652
8370,U3700085,2008,eng,2487
8371,Y228199,1996,eng,141
8372,T8343444,2010,ind,863
8373,V623976,2007,eng,2393
8374,V13163846,2012,eng,1326
8375,X2068,1995,en-US,222
8376,R68452,1999,pol,403
8377,R244102,2001,en-US,1220
8378,R12926132,2012,eng,2173
8379,S22725443,2015,eng,2270
8380,R386142,2001,,189
8381,Y21414439,2016,eng,4273
8382,S4813,2002,eng,906
8383,U13513205,2012,eng,1265
8384,S225343,1983,eng,1869
8385,W13528417,2012,eng,1781
8386,U92375,2002,en-US,652
8387,Q39801,1993,eng,888
8388,U28485,1990,en-US,222
8389,R52872,2007,en-US,1894
8390,S12073,1953,en-US,224
8391,W9915707,2012,eng,1061
8392,P23545800,2015,eng,2231
8393,T68524,1996,en-US,448
8394,Y21518679,2013,eng,1901
8395,W18246727,2014,eng,3439
8396,V579696,1998,eng,123
8397,T294044,2003,eng,453
8398,T29484,2006,en-US,311
8399,V79016,1983,eng,265
8400,P53200,1993,eng,228
8401,S179033,1977,eng,278
8402,W8074967,2011,,1555
8403,U31795,1926,eng,631
8404,S110763,1979,en-US,504
8405,W242157,2007,,1291
8406,S841973,1913,eng,765
8407,U17570105,2015,eng,925
8408,S8712343,2011,eng,1589
8409,X18467818,2014,eng,2219
8410,U2176735,2008,,1047
8411,S164723,1952,eng,219
8412,W104737,1995,eng,1397
8413,Q40271,1995,en-US,246
8414,V17262236,2013,eng,2573
8415,P511240,2003,eng,618
8416,V35476,1932,en-GB,514
8417,P6326920,2009,en-US,1443
8418,S1050383,2007,eng,857
8419,Y252999,2002,eng,312
8420,W107017,2002,eng,273
8421,S13112023,2012,eng,1943
8422,V2967316,2009,eng,1036
8423,T47944,2001,en-US,431
8424,X2637138,2008,eng,497
8425,W6506307,2010,eng,2723
8426,T18191814,2013,eng,498
8427,Q8389671,2011,eng,2206
8428,W42407,1933,en-US,39
8429,W13623777,2012,eng,1703
8430,T160194,1982,,158
8431,T372384,1999,eng,628
8432,R3972,2005,en-US,479
8433,R3872,2005,en-US,1583
8434,Q23398961,2015,eng,1615
8435,R71622,2005,eng,1476
8436,V14060046,2013,eng,2196
8437,V10790276,2011,,363
8438,P6345760,2009,eng,2735
8439,X31178,2001,eng,1237
8440,Y23289,1914,eng,481
8441,R5607622,2004,ara,1644
8442,V16150996,2013,eng,2226
8443,R7831742,2010,eng,1006
8444,U4946005,2009,en-US,1223
8445,V73906,1987,eng,513
8446,S13063,2002,,763
8447,T18323154,2013,ara,1250
8448,V92956,1992,eng,497
8449,V6751356,2009,en-US,1935
8450,Y3556419,2009,eng,491
8451,Q26661,2000,,168
8452,V5946,1987,,762
8453,Y22131009,2014,en-US,1006
8454,Y5559,2001,eng,304
8455,U30125,1981,en-US,458
8456,Y44559,1969,eng,544
8457,W77477,2002,,1304
8458,Q12900491,2012,eng,1385
8459,R11237412,2011,eng,551
8460,P28760,1990,eng,238
8461,T25773504,2016,eng,1657
8462,Q10799881,2012,eng,1391
8463,Q3698601,2008,,689
8464,Q60471,1995,eng,714
8465,W133767,2004,eng,387
8466,X7824768,2010,ara,1427
8467,W16158527,2013,eng,1263
8468,U13593555,2012,eng,1058
8469,U251665,1984,eng,720
8470,V151926,1995,en-US,425
8471,S682793,1893,eng,854
8472,V208036,-330,,129
8473,Q15793231,2013,eng,2662
8474,U13065,1991,eng,503
8475,P128940,1995,en-US,1919
8476,Q6763961,2009,en-US,1110
8478,S981463,1985,eng,527
8479,R125502,2002,en-GB,988
8480,V4212386,2008,ind,640
8481,Q11133791,2012,eng,986
8482,X2747288,2008,,169
8483,P17569860,2013,eng,831
8484,P7980,1996,,174
8485,P4224060,2009,eng,1216
8486,U24611425,2015,eng,2139
8487,Y18752959,2014,eng,790
8488,S17443673,2013,eng,2546
8489,W2159007,2008,eng,1052
8490,T797094,2003,en-US,432
8491,V92846,2001,eng,155
8492,V676,2001,eng,575
8493,S12924253,2012,en-US,1161
8494,U17970255,2013,eng,1615
8495,Y61909,1994,en-US,458
8496,W384457,2007,eng,1476
8497,Q6493321,2009,en-US,1211
8498,S7992363,2009,fre,1671
8499,R22693222,2015,,1583
8500,U17455815,2014,eng,2624
8501,W16127237,2013,eng,1900
8502,X11864728,2013,eng,1493
8503,P80890,1901,eng,674
8504,P231560,1897,eng,346
8505,U10844125,2011,eng,1835
8506,R18392,1996,eng,629
8507,Y6080889,2009,eng,1444
8508,Y11229,1978,eng,786
8509,V13417946,2011,,817
8510,U103815,2005,en-US,516
8511,P13502970,2012,en-US,781
8512,X769658,1982,eng,1011
8513,U129565,1992,,614
8514,R43352,1993,eng,305
8515,P7521400,2010,eng,1406
8516,Y12349,1998,eng,1254
8517,U60925,2005,en-US,1806
8518,P11665750,2011,en-GB,1744
8519,V401876,1978,eng,790
8520,S18045473,2002,eng,852
8521,Y22749539,2015,eng,3526
8522,R428862,2007,,797
8523,Q70561,1973,eng,615
8524,R270032,1952,,685
8525,P6080420,2009,en-US,1724
8526,Y592089,2004,eng,1284
8527,R8158992,2013,eng,1527
8528,Y8105569,2009,en-GB,1275
8529,T36064,1995,eng,647
8530,Q7124101,2010,eng,867
8531,R20082,1989,,207
8532,P2530,1982,eng,589
8533,V153136,1988,,135
8534,U23507745,2015,eng,2402
8535,P599090,1976,eng,413
8536,S6021523,2009,eng,551
8537,U331695,2003,,812
8538,X71458,1999,fre,1091
8539,W43797,1998,,52
8540,Y9266769,2011,en-US,1046
8541,U142545,2002,eng,450
8542,S210243,2005,eng,597
8543,Y148769,2003,eng,1481
8544,Q7783191,2010,eng,586
8545,R84842,2006,eng,463
8546,V608906,2007,eng,514
8547,R1833852,2008,,1552
8548,T13531024,2012,eng,2377
8549,R4924862,2009,eng,897
8550,V23197346,2015,eng,1234
8551,X29103028,2016,en-GB,1039
8552,V11436,2004,eng,193
8553,W8492907,2011,eng,919
8554,S13597723,2013,eng,2671
8555,U87425,1960,eng,309
8556,X39798,1997,eng,582
8557,V2073686,2008,en-US,415
8558,Q844051,1932,en-US,195
8559,Q1015311,1999,eng,119
8560,Y19049,2005,,142
8561,P15954540,2011,eng,868
8562,R891812,1990,en-US,566
8563,X22886868,2015,eng,2099
8564,P54620,1848,eng,646
8565,V115476,1904,eng,463
8566,S13333093,2012,eng,1194
8567,Q13621,2005,,470
8568,P4345290,2008,eng,786
8569,V15767586,2013,eng,2217
8570,R59142,1833,eng,445
8571,R19552,1992,,143
8572,Q82991,2001,eng,930
8573,R11387392,2012,en-US,1965
8574,U7906105,2010,eng,2006
8575,T1211904,2007,eng,334
8576,Y25624089,2015,eng,1174
8577,P8046680,2011,en-US,514
8578,S394683,1970,eng,162
8579,Q15806231,2013,eng,1199
8580,Q22929741,2015,eng,1556
8581,U502295,2007,en-US,252
8582,Y25664459,2016,eng,1638
8583,U29925715,2016,eng,1214
8584,P10421530,2011,,1140
8585,P920780,2002,eng,452
8586,S10518423,2011,en-US,1387
8587,Q17667561,2014,eng,2277
8588,R432,1985,eng,683
8589,T87264,1880,por,406
8590,V7264206,2010,en-US,1084
8591,T773514,1925,eng,420
8592,Q2152871,2001,en-US,471
8593,S39933,2003,en-US,1764
8594,W12040447,2011,en-GB,1002
8595,R20705702,2014,eng,2607
8596,Y1689469,2008,en-US,587
8597,S301023,2004,en-US,1824
8598,X34548,2001,,670
8599,V1898916,2006,eng,205
8600,W1821187,2002,ger,1549
8601,V16248196,2011,,984
8602,U1296415,1989,eng,439
8603,P13601550,2012,eng,1212
8604,P901680,1990,,17
8605,W48697,2002,en-US,47
8606,P9677870,2010,en-US,1481
8607,S828483,2005,eng,306
8608,Y43929,1999,eng,634
8609,Q724371,1833,en-US,205
8610,Q95661,2005,,701
8611,Y80449,1887,,358
8612,W133017,1988,eng,248
8613,U10604115,2011,,803
8614,R25451852,2015,eng,1126
8615,X13007638,2012,eng,1112
8616,P21394850,2014,ara,1497
8617,R62032,1999,eng,1039
8618,S530793,1992,,350
8619,V10659536,2011,,533
8620,R489972,1978,eng,441
8621,W18655937,2014,,1986
8622,P13363270,2012,en-GB,723
8623,U61665,1997,,366
8624,V6433836,2009,en-US,765
8625,W46917,1971,eng,604
8626,X78408,2002,,571
8627,X194618,1945,eng,1577
8628,X25663888,2016,eng,1971
8629,U11757975,2011,eng,1285
8630,Q7940591,2010,eng,1355
8631,Q31271,1973,eng,75
8632,V736376,2007,en-US,1814
8633,R29022,119,eng,458
8634,U18039755,2013,ara,1590
8635,R360562,1988,eng,303
8636,T192214,1999,eng,336
8637,W24767,2005,en-US,784
8638,W3545387,2009,en-US,954
8639,P15811520,2013,eng,1692
8640,U93575,1935,eng,1203
8641,R17158532,2016,eng,3003
8642,R18129852,2014,eng,1765
8643,Q287861,2001,eng,1127
8644,R10399742,2011,eng,891
8645,T6659254,2010,eng,626
8646,Y204479,2006,eng,1247
8647,Y776159,1943,eng,702
8648,X232958,2005,,290
8649,R22571612,2015,eng,1371
8650,X616318,2006,eng,96
8651,T10084,1998,eng,237
8652,Y295169,2000,eng,472
8653,V93436,2006,en-US,1420
8654,X587638,2007,eng,1577
8655,P9476510,2011,en-US,573
8656,T129984,1998,en-GB,1301
8657,U17936925,2014,eng,2081
8658,S15818333,2012,eng,2129
8659,Q531421,1999,,388
8660,X9526658,2012,eng,994
8661,T9670094,2011,en-US,948
8662,R60932,1998,eng,897
8663,Q16164271,2014,eng,1463
8664,T56674,1984,,637
8666,Y28239,2002,en-US,742
8667,Q653711,1982,en-US,360
8668,S13546173,2012,eng,1014
8669,T2865944,2008,,394
8670,Y11099729,2012,eng,1257
8671,Y26072609,2016,eng,1659
8672,W23208397,2016,eng,1952
8673,U644655,2006,en-US,1405
8674,U12019355,2012,,937
8675,X792938,1993,en-US,491
8676,S1862313,2008,eng,1553
8677,R152662,1991,eng,403
8678,V15723286,2013,eng,2041
8679,S22551743,2015,eng,2208
8680,R11432,2004,en-US,258
8681,V16256,1980,en-GB,439
8682,Q110871,1867,eng,1079
8683,W10209997,2011,eng,2668
8684,S17557143,2013,eng,856
8685,Q28965131,2017,eng,5003
8686,X129798,1895,eng,1148
8687,W77427,1973,eng,489
8688,U665,1961,eng,433
8689,R2449962,2008,eng,1099
8690,W3479967,2008,en-US,788
8691,S6928893,2010,en-US,1576
8692,P15050,1989,eng,724
8693,R6674372,2009,en-US,1240
8694,V1158706,2008,eng,619
8695,R10929432,2013,eng,3455
8696,V251446,1983,eng,311
8697,V10506,1994,,515
8698,U25332115,2016,eng,2021
8699,P194870,1982,eng,48
8700,U1275105,1965,,241
8701,X280958,1991,,4
8702,P3115070,2008,en-US,993
8703,U385255,2003,en-US,1261
8704,Q42641,1899,eng,677
8705,W8643407,2011,eng,985
8706,T6878614,2010,,799
8707,S214333,2004,,342
8708,W11737387,2012,eng,1203
8709,P16077150,2013,en-GB,1552
8710,V12022496,2012,eng,839
8711,Y21530229,2014,eng,1361
8712,T25222064,2015,eng,1867
8713,P31194270,2016,en-CA,836
8714,U751635,1998,eng,1397
8715,X16065538,2013,eng,1012
8716,R28922,1986,eng,1012
8717,P1528410,2004,eng,1316
8718,U18052985,2014,eng,2043
8719,V25176,1981,eng,385
8720,W11714997,2011,eng,477
8721,R2372,1977,eng,1052
8722,P26116430,2016,eng,1863
8723,T17978144,2014,eng,1113
8724,P2187270,2008,eng,1654
8725,Q15728721,2012,eng,516
8726,T296264,1888,eng,404
8727,Y7997069,2010,eng,974
8728,X563458,1984,eng,112
8729,Y185289,1985,eng,371
8730,Y7099389,2010,en-US,759
8731,Q166101,1999,eng,262
8732,Y109499,2000,eng,297
8733,X194808,1903,eng,441
8734,Y95659,2005,,586
8735,P4660,1974,en-US,323
8736,P6150530,2009,en-US,605
8737,R769712,1996,eng,658
8738,Q198511,1937,en-US,189
8739,R15732712,2012,eng,1681
8740,P78960,1868,,441
8741,S16248223,2013,eng,2497
8742,Q34941,1999,eng,505
8743,X13096848,2012,eng,258
8744,P23844390,2014,eng,2171
8745,U266765,1997,eng,221
8746,S294613,1960,,73
8747,Y254799,2003,eng,765
8748,W3243517,1997,ara,1986
8749,U10429025,2011,en-US,1320
8750,Y18889,1996,eng,261
8751,R15985392,2012,en-US,773
8752,S829313,1989,en-US,490
8753,R816752,1985,eng,598
8754,T6303704,2011,en-US,1071
8755,Q11985631,2003,eng,381
8756,T2230284,2008,eng,939
8757,R11851522,1978,eng,245
8758,Y22431039,2015,eng,1699
8759,T17707654,2013,eng,1467
8760,S143513,1900,eng,364
8761,P107670,2006,,448
8762,W21411887,2014,eng,1427
8763,S40313,2002,en-US,319
8764,U3173125,2008,en-US,2193
8765,U284195,2002,,912
8766,X99218,2002,eng,221
8767,R99452,1982,,180
8768,U892295,1967,,66
8769,Q18693621,2014,eng,1909
8770,X8793878,2010,eng,932
8771,U760205,1968,,258
8772,X20768868,2014,eng,1464
8773,X441618,1999,,192
8774,Y132609,1980,eng,329
8775,P25772000,2015,eng,2328
8776,T78674,1997,eng,375
8777,W2235597,2007,en-US,1529
8778,R10868182,2007,,1033
8779,R122212,1992,,403
8780,Q8369681,2011,eng,1805
8781,T13074,1993,en-US,578
8782,U22175,1992,,763
8783,P760110,1994,eng,233
8784,W456057,2005,eng,466
8785,Q16299341,2013,eng,1178
8786,P46460,1961,,882
8787,Y7999,1998,,166
8788,X14028,1937,eng,1095
8789,T122574,2006,,686
8790,P66470,1997,en-US,257
8791,Q893731,1999,eng,646
8792,W17877,1861,eng,804
8793,W342667,2005,,435
8794,W1045757,2005,,1403
8795,R47922,2003,,302
8796,U20820995,2014,,1107
8797,U9893355,2012,en-US,792
8798,R481462,1977,eng,140
8799,W239917,1975,en-US,262
8800,R3276072,2009,en-US,1844
8801,T22304,1994,eng,432
8802,V12786,2005,eng,1559
8803,R12598982,2011,,1747
8804,S1667423,2007,ind,781
8805,S50453,1983,en-US,361
8806,Y37619,1995,eng,300
8807,S21531503,2014,eng,1270
8808,U8575295,2010,eng,597
8809,T13547234,2012,,1988
8810,W17406847,2014,eng,2261
8811,S31493,1998,eng,884
8812,Y817199,1933,rum,184
8813,V13051316,2008,eng,954
8814,Y4599,2001,eng,901
8815,V436806,1928,eng,906
8816,P4609710,2007,en-US,1613
8817,T95144,1970,eng,692
8818,V11446,1976,eng,540
8819,Q46201,1976,mul,248
8820,Q8843801,2011,eng,1264
8821,Y105189,1970,eng,662
8822,W18079757,2014,eng,1180
8823,P131830,1994,,308
8824,X37298,1995,en-US,405
8825,Q24961531,2015,,623
8826,V209966,2000,eng,331
8827,U17926775,2014,eng,2113
8828,W13167847,2012,,1169
8829,T228194,1996,eng,165
8830,U43345,1982,eng,533
8831,R100322,1987,eng,572
8832,V32636,2004,en-US,404
8833,Y789559,1841,eng,238
8834,R17166702,2013,eng,1873
8835,S27423283,2013,eng,874
8836,V6452806,2009,en-US,762
8837,P3760,1956,eng,643
8838,X2978,1933,,1093
8839,X23492288,2016,eng,2226
8840,Y349929,1929,eng,844
8841,Q47701,2007,en-US,1641
8842,R23232,2004,en-US,1161
8843,S428223,2006,en-US,1718
8844,X7507908,2010,en-US,2647
8845,Q6713071,2009,en-US,504
8846,P8701960,2011,eng,1167
8847,R96642,1998,,1407
8848,R278102,1987,fre,280
8849,Q19001,1986,,459
8850,Y2049,1942,eng,535
8851,R15985372,2013,en-US,1683
8852,P12390650,2011,eng,1676
8853,Y168569,1996,eng,363
8854,R95602,1993,en-US,731
8855,S198863,2006,,569
8856,R25052,1949,eng,235
8857,X6328,1982,,627
8858,V459386,1995,eng,783
8859,U121715,1949,eng,588
8860,Q114141,1997,eng,405
8861,T241934,1996,eng,285
8862,V23355896,2015,eng,2200
8863,X296298,1957,,254
8864,R3762,1963,eng,488
8865,Y239509,1985,en-US,299
8866,R1251032,2007,eng,1386
8867,X41918,1991,eng,764
8868,S16333,1965,eng,795
8869,T24465724,2015,eng,1872
8870,W119247,1967,eng,776
8871,V1891296,2007,en-GB,329
8872,S107773,2001,eng,432
8873,U269795,1987,eng,403
8874,T6855294,2010,,945
8875,Y170529,2001,eng,1457
8876,V6691426,2010,eng,2352
8877,W67657,1998,,63
8878,U23885,1961,,268
8879,Q158141,1985,en-US,454
8880,P22420,2001,eng,156
8881,V15762186,2013,eng,2033
8882,U300905,1989,per,590
8883,Y420739,1995,en-GB,936
8884,S6193923,2009,eng,948
8885,X22635858,2015,eng,1881
8886,W925367,1997,,504
8887,P15810910,2013,en-CA,915
8888,V246546,1869,,709
8889,T23714544,2016,eng,1318
8890,V836606,1999,en-US,394
8891,T51364,2005,en-US,1013
8892,X33288638,2016,eng,1507
8893,X13658,2001,en-GB,597
8894,U6497645,2009,en-US,664
8895,S22535533,2014,eng,1809
8896,W82397,1595,,628
8897,P774060,1991,,325
8898,Q80631,2005,eng,776
8899,Y119239,1848,eng,57
8900,U18089975,2014,eng,1548
8901,V3925836,2005,eng,1272
8902,P47780,2004,en-US,1078
8903,R762462,1988,en-US,315
8904,R422452,1993,en-GB,350
8905,P7897620,2010,en-US,2183
8906,W2677,1729,eng,168
8907,Q60551,1966,,554
8908,Y85679,1941,eng,252
8909,R10357792,2014,eng,2229
8910,T1210754,2008,en-US,1868
8911,X17570538,2016,eng,933
8912,Y7203669,2004,eng,1027
8913,S12065943,2012,eng,1297
8914,X10306358,2011,eng,1820
8915,W2067,2006,en-US,383
8916,W765427,1590,eng,287
8917,X8142508,2010,en-US,737
8918,W15752757,2013,eng,1897
8919,Q17225311,2013,,2619
8920,X25148,1997,en-US,389
8921,T105744,1997,eng,697
8922,U289695,2007,en-US,1116
8923,S126583,1933,eng,603
8924,P833550,1978,eng,431
8925,V17255186,2013,en-GB,1177
8926,Y17287009,2013,eng,1301
8927,V10508526,2011,en-US,561
8928,T47304,1999,eng,1437
8929,S2120783,2008,eng,1013
8930,S1823,2001,en-US,833
8931,Q15161,2006,en-US,1196
8932,Y8281069,2010,,268
8933,R22609522,2014,en-GB,1398
8934,Q621,2003,,508
8935,Q9415951,2011,eng,2272
8936,S13153693,2015,,1433
8937,P227570,1994,eng,204
8938,X18404248,2014,eng,1846
8939,S1331653,2006,eng,1345
8940,S392563,2007,eng,611
8941,W10801027,2011,eng,837
8942,W9403947,2012,eng,1604
8943,S18213403,2014,eng,1130
8944,S40293,1996,en-US,867
8945,Y32529,2001,en-US,513
8946,R46292,1380,eng,286
8947,P98250,1978,,940
8948,Q8879121,2011,eng,941
8949,R32812,1320,eng,397
8950,X72148,2006,eng,1051
8951,P633270,1994,,757
8952,Q11784281,2011,eng,1604
8953,R125542,1992,,460
8954,U28240855,2016,eng,871
8955,V18071296,2013,eng,1774
8956,P125540,1994,,375
8957,S6055063,2009,eng,1214
8958,X17331828,2014,eng,2840
8959,S24473763,2014,eng,1738
8960,W12878667,2012,eng,2215
8961,V116356,1985,,338
8962,Q7818881,2010,eng,722
8963,Q149621,1963,eng,197
8964,X4059448,2009,en-US,312
8965,S58033,1982,en-US,69
8966,V373606,2004,en-GB,1000
8967,P21795430,2014,eng,1967
8968,U1931915,2010,en-US,2005
8969,Q331701,2003,,500
8970,U61915,1987,eng,495
8971,Q21873331,2014,eng,509
8972,X93808,2006,en-US,649
8973,U9865,1995,eng,510
8974,S8584913,2011,eng,2007
8975,P45760,1988,,683
8976,T39664,1982,eng,788
8977,W8570787,2012,eng,1622
8978,R121792,1991,,206
8979,S162823,1927,eng,575
8980,T2508164,2008,eng,1232
8981,X18143968,2014,eng,1222
8982,T2147714,2008,eng,570
8983,X1268348,2008,,797
8984,Q981161,1989,eng,111
8985,T6678884,2010,eng,1093
8986,R2983562,2008,eng,1066
8987,X32428,1987,eng,260
8988,S891593,2008,en-GB,838
8989,T300044,2003,,449
8990,T15818164,2013,en-CA,1480
8991,X18110808,2013,eng,1029
8992,P109520,2006,eng,860
8993,V9757266,2011,en-US,561
8994,V13030356,2012,eng,1257
8995,W8087,1993,en-US,1124
8996,Y4339,1977,en-GB,751
8997,U8755555,2009,eng,1208
8998,P292740,1995,eng,553
8999,T2474084,1936,eng,55
9000,W43357,1997,eng,445
9001,R6922622,2009,eng,1237
9002,W402017,1999,,102
9003,Y6457229,2009,eng,2388
9004,T86524,1982,eng,606
9005,Y24903919,2015,,1349
9006,V116236,1976,,1373
9007,S6344423,2009,eng,1196
9008,R46182,1968,eng,644
9009,V13580846,2012,eng,1509
9010,Y71869,1997,eng,275
9011,Y7967299,2010,en-US,44
9012,T18906484,2013,eng,669
9013,X9182478,2011,eng,2474
9014,U760025,1980,,252
9015,U7831145,2010,eng,921
9016,W12063467,2011,eng,1246
9017,V39916,2002,eng,561
9018,P2437710,2008,eng,692
9019,P10090,1999,en-US,178
9020,V10161216,2012,eng,2248
9021,Y24929,2001,eng,921
9022,Y239239,1995,eng,1520
9023,T1503274,2007,,1671
9024,S72003,1993,eng,367
9025,R5942,2000,eng,1025
9026,Y268559,1993,eng,324
9027,P20603820,2014,eng,2562
9028,P20706320,2014,eng,1232
9029,P21483760,2014,eng,666
9030,U12583975,2011,eng,874
9031,V10378106,2011,eng,1051
9032,Y4099,1999,en-US,549
9033,V1421046,2004,ind,626
9034,S25877663,2016,eng,1073
9035,U15762975,2012,eng,962
9036,T24724,2003,eng,911
9037,S3710603,2008,eng,566
9038,V29486,2005,en-US,1574
9039,R3491072,1963,ara,710
9040,T24396884,2015,eng,889
9041,R16114862,2013,eng,1779
9042,Q18310201,2014,eng,1389
9043,Y975119,1977,eng,78
9044,P43780,1989,eng,182
9045,V846066,1985,en-US,105
9046,U12710035,2013,eng,1386
9047,Y94299,2000,en-US,312
9048,R2002,2001,eng,185
9049,P395220,1982,eng,417
9050,S13226173,2012,eng,736
9051,P1376220,2005,ind,715
9052,U16061295,2014,en-US,1941
9053,P17465470,2013,,1105
9054,T10364994,2011,eng,1744
9055,P25790,2005,eng,65
9056,X7234828,2010,en-US,1293
9057,X6987558,2010,eng,1076
9058,P320700,1994,eng,53
9059,X55018,2007,eng,753
9060,W6389257,2009,eng,817
9061,T348564,1964,eng,750
9062,Y8070049,2010,eng,1286
9063,R734542,1978,,464
9064,Y23719479,2015,en-CA,1590
9065,S9592213,2011,en-US,1702
9066,Y38529,2007,en-US,461
9067,W12458287,2011,eng,1933
9068,T237114,1996,eng,365
9069,P65070,2002,eng,1105
9070,U177515,2005,en-US,1396
9071,S473623,1946,eng,169
9072,T24189224,2015,eng,1891
9073,S896623,1972,,652
9074,Y13809,2004,,104
9075,W7199667,2010,eng,1669
9076,Y2350129,2004,,206
9077,X13316328,2010,eng,2408
9078,P355190,1978,eng,648
9079,V450836,1991,,251
9080,R227492,1997,eng,125
9081,X807968,2002,eng,783
9082,S144773,1996,,510
9083,Q4261,2003,en-US,485
9084,W32987,1998,,908
9085,U581125,1956,,599
9086,P74270,1996,eng,791
9087,Q1258121,2007,en-US,1220
9088,V948526,1993,eng,658
9089,U17181905,2013,eng,933
9090,T4566934,2008,ind,483
9091,U17348985,2013,eng,1703
9092,P13620,2005,eng,390
9093,V7736086,2010,eng,1009
9094,S13230263,2012,eng,1331
9095,V57736,1982,eng,704
9096,W241387,2006,en-US,1731
9097,R21913812,2014,eng,1187
9098,S10439703,2011,en-US,569
9099,P18781540,2014,eng,1393
9100,Q122781,1979,en-US,544
9101,V13649056,2012,eng,1167
9102,W105687,1999,eng,780
9103,Q15561,1987,,157
9104,R467032,1954,eng,449
9105,U16279715,2013,eng,2169
9106,S9553503,2011,eng,852
9107,Y10870589,2011,eng,1074
9108,P17504320,2011,eng,1470
9109,V22857396,2014,eng,1625
9110,Q13170021,2012,eng,2395
9111,T4364,2004,eng,629
9112,P831470,1941,eng,98
9113,U10105,1980,en-US,438
9114,T132314,1849,eng,556
9115,V8286216,2011,en-US,1160
9116,P31300,1964,eng,787
9117,R59882,1994,,301
9118,S17707603,2013,eng,1384
9119,Q43841,1994,eng,665
9120,U533675,1992,,25
9121,Y13573419,2012,eng,1025
9122,V15768536,2012,en-GB,1387
9123,W5697,1896,eng,122
9124,P900070,1978,en-US,82
9125,V502406,1947,,80
9126,Y106859,2001,en-US,316
9127,U22995,1945,,420
9128,U9065265,2011,en-US,1097
9129,P23960,2001,eng,241
9130,W17449197,2014,eng,2387
9131,U18161265,2014,eng,1369
9132,X129618,1994,en-US,527
9133,Y62479,2000,en-US,128
9134,R132152,1904,,219
9135,W7614747,2010,eng,814
9136,Y13568619,2013,eng,1575
9137,Y121809,1989,eng,679
9138,X477338,2003,en-US,851
9139,W5417,1983,eng,66
9140,T1541884,2008,eng,614
9141,T9329354,2011,eng,453
9142,W6517407,2009,eng,899
9143,R7252,2004,eng,820
9144,Q85321,1997,,385
9145,W17333237,2013,,1754
9146,Y7261549,2010,eng,560
9147,X228198,1996,eng,141
9148,V111306,2006,eng,872
9149,P50750,2004,en-US,925
9150,S17192373,2013,eng,1745
9151,S615233,1966,eng,84
9152,W531197,2003,en-US,702
9153,R8803932,2011,eng,1160
9154,Y14781219,2013,eng,1013
9155,P227590,1999,eng,798
9156,S765193,1991,en-US,667
9157,R110692,2000,,419
9158,S44543,2000,eng,1266
9159,P60220,1998,eng,658
9160,S11235783,2012,eng,1201
9161,U1087205,2004,eng,179
9162,W37377,2005,en-US,439
9163,P11104030,2011,eng,1654
9164,T20886354,2014,eng,950
9165,T22895264,2014,eng,2093
9166,P6953500,2010,eng,2290
9167,S22600903,2014,eng,1508
9168,W366337,2007,eng,668
9169,U8257435,2002,eng,1393
9170,Y241969,2006,en-US,1112
9171,Y33729,2002,eng,737
9172,Q17801,1997,eng,778
9173,X27298,2002,en-US,1240
9174,Q15059301,2012,en-GB,1153
9175,Q99461,1980,eng,311
9176,P44360,2007,en-US,612
9177,U5556595,2009,en-GB,1892
9178,X302998,1990,eng,609
9179,V11544466,2012,en-US,1705
9180,Y64949,1980,eng,311
9181,X25837338,2015,eng,622
9182,Q6452731,2009,en-US,887
9183,R22608582,2014,eng,1180
9184,S6916963,2010,en-US,933
9185,Y6505109,2010,en-US,1891
9186,V33726,1999,,520
9187,U4016515,2008,eng,1341
9188,P393060,2007,eng,1758
9189,Y349129,2003,en-GB,1234
9190,Q14367051,2012,,264
9191,P54120,2002,en-US,799
9192,Y5996209,2008,en-GB,784
9193,P697210,2007,eng,1216
9194,U543505,1905,,188
9195,X76668,1988,,202
9196,X13543138,2012,eng,1813
9197,X11318,,eng,232
9198,Q24761,1989,eng,593
9199,Y127249,2005,eng,622
9200,R2854962,2008,,272
9201,X38548,2004,eng,662
9202,V17727276,2013,eng,1049
9203,T137894,1999,eng,91
9204,T9854,2005,,682
9205,S11076123,2011,eng,1392
9206,U15655,2006,en-US,1452
9207,V13132816,2015,eng,2284
9208,X22040598,2015,eng,1789
9209,Q22504701,2015,eng,2511
9210,X160988,1968,en-US,148
9211,Q7296271,2010,eng,408
9212,S1105093,1995,eng,76
9213,W21327,2006,eng,485
9214,W98687,2007,,1549
9215,V15836,1996,eng,929
9216,Y15549,2006,,623
9217,S376613,1997,en-US,504
9218,U13115995,2013,en-US,1678
9219,Y5291189,2009,en-US,575
9220,P300650,1993,,1804
9221,W9722217,2012,ara,1198
9222,T71984,2004,eng,656
9223,T61794,1554,spa,475
9224,U25866725,2015,eng,613
9225,V161846,1957,eng,632
9226,Y20874139,2011,en-US,852
9227,P2306910,2008,en-US,767
